content,translated_content,polarity,sentiment
subsidi tepat error muncul pilih uninstall,right subsidy error appears select uninstall,0.2857142857142857,positif
barcode mypertamina akun muncul,mypertamina account barcode appears,0.0,netral
oke,Okay,0.5,positif
mau sih pertamina bikin susah masyarakat ambil foto ktp suruh lengkap data kecewa,"Pertamina wants to make it difficult for people to take photos of their ID cards and ask them to complete their data, they're disappointed",-0.2375,negatif
login login via browser aplikasi,login login via browser application,0.0,netral
aplikasi daftar,list application,0.0,netral
daftar hasil kode qr muncul san muncul tulis muat ulang,list of qr code results appears and appears write reload,0.0,netral
capai daftar akun verifikasi tinggal daftar kendara masuk ganggu pakai laptop,"reach the list of verified accounts, just register, enter the vehicle, disturb using a laptop",0.0,netral
sooooo,sooooo,0.0,netral
mudah transaksi bahan bakar minyak,easy fuel oil transactions,0.43333333333333335,positif
praktis,practical,0.0,netral
mudah,easy,0.43333333333333335,positif
bantu,help,0.0,netral
lokasi,location,0.0,netral
keren bantu kala pegang uang tunai isi tangki kosong,"Cool, helpful when holding cash in an empty tank",0.12499999999999999,positif
login gagal sistem coba,login failed system try,-0.5,negatif
daftar kendara bulan respon,vehicle list month response,0.0,netral
susah daftar unggah foto menu daftar pakai indonesia harus error parah,hard to register upload photo menu register using Indonesian must have severe error,-0.2916666666666667,negatif
verifikasi tolak suruh masyarakat pakai aplikasi beli bahan bakar minyak aplikasi pakai baik aplikasi kacau,verification reject order people to use application to buy fuel application use good application chaotic,0.7,positif
spbu rata mypertamina palembang daerah camat sukarami talang jambi,"Mypertamina flat gas station in Palembang, Sukarami sub-district, Talang, Jambi",-0.025,negatif
apa unggah stnk mobil plus nomor polisi ujung ujung nomor polisi sesuai,what upload car registration certificate plus police number the ends of the police number match,0.0,netral
mudah,easy,0.43333333333333335,positif
alhamdulillah gampang cepat bikin foto mobil plat lihat foto stnk bela tinggal ikut aplikasi kode batang muncul menit langsung verifikasi tinggal unduh barcode print deh,"Thank God, it's easy and fast to take a photo of a car's license plate, see the STNK photo, just follow the application, the barcode will appear in minutes, verify it immediately, just download the barcode and print it",0.31666666666666665,positif
update baru belit belit,new update twists and turns,0.13636363636363635,positif
sulit isi bensin pakai aplikasi login ambil foto ktp aplikasi ulang sulit,"It's hard to fill up with petrol using the login application, taking a photo of your ID card is difficult, re-applying is difficult",-0.4305555555555556,negatif
mudah,easy,0.43333333333333335,positif
tolong direktur pertamina slogan sesuai realita lapang slogan ganti gantung realita isi bahan bakar minyak manfaat mayoritas spbu khusus spbu kota medan cari untung isi full tank manfaat cari untung isi full tank isi contoh rp ribu kasih bukti admin bukti,please director of pertamina slogan according to field reality slogan change hanging reality fill fuel oil benefits majority of gas stations especially gas stations in Medan city looking for profit fill full tank benefits looking for profit fill full tank fill example rp thousand give proof admin proof,0.2333333333333333,positif
barcode salah tugas spbu isi mobil timbun bahan bakar minyak legal lapor,wrong barcode gas station task fill car hoard fuel oil legal report,-0.15,negatif
sulit,difficult,-0.5,negatif
bantu,help,0.0,netral
daftar tolak alas nomor polisi salah,list of invalid police number plates,0.0,netral
ganggu isi pertamax,disturb pertamax content,0.0,netral
daftar tolak,reject list,0.0,netral
parah sih daftar selalu sistem masalah coba selalu masyarakat harus pakai barcode sulit administrasi,"It's really bad, the list is always a problem, the system is always trying, people have to use barcodes, the administration is difficult",-0.5999999999999999,negatif
akurat mudah transaksi,accurate easy transaction,0.41666666666666674,positif
gagal handphone kamera kentang,failed potato camera phone,-0.5,negatif
oke,Okay,0.5,positif
aplikasi lol negara lol,lol country lol app,0.8,positif
aplikasi error paksa susah rakyat isi bahan bakar minyak sih capai isi data foto gilir kirim data respon sma loading kek indikasi tanda gagal jaring,"application error forced people to fill up fuel oil, it's hard to fill in photo data, take turns sending data, response and loading like an indication of a network failure",-0.3027777777777778,negatif
driver gojek hubung gopay mantap mudah uang tunai,Gojek driver connect Gopay steady easy cash,0.3,positif
mypertamina mudah isi bahan bakar minyak,mypertamina is easy to fill with fuel oil,0.43333333333333335,positif
foto stnk respon,STNK photo response,0.0,netral
buruk bantu daftar kendara keluarga unggah foto stnk foto langsung inti buruk buruk,bad help register family vehicle upload photo of vehicle registration certificate direct photo core bad bad,-0.4999999999999999,negatif
praktis,practical,0.0,netral
aplikasi orang bodoh daftar otp masuk ulang slide coba ulang pemberitahuan nomor daftar coba langsung masuk nomor daftar akun blokir astaga mabuk kecubung logika masuk program daftar aplikasi kek gin,stupid people application register otp re-enter slide retry notification register number try to enter directly register number account block oh my gosh drunk amethyst logic enter program register application kek gin,-0.39999999999999997,negatif
tolong akun blokir admin,please block admin account,0.0,netral
tolong metode bayar dana guna dana mudah transaksi ovo gopay linkaja,please pay method for easy fund transactions ovo gopay linkaja,0.43333333333333335,positif
spbu daerah sumbar riau bayar mypertamina,West Sumatra Riau gas station pays MyPertamina,0.0,netral
daftar nomor handphone pin unduh aplikasi,list of mobile phone numbers pin download application,0.0,netral
bagus,Good,0.7,positif
sulit daftar tambah data tolong baik aplikasi,difficult to register add data please improve the application,-0.5,negatif
mudah beli bahan bakar minyak sesuai jenis kendara online orang jual barcode sesuai spek kendara ktp coba,"it's easy to buy fuel oil according to your vehicle type online, people sell barcodes according to your vehicle's ID card specs, try it",0.43333333333333335,positif
keren,Cool,0.35,positif
bagus,Good,0.7,positif
bagus,Good,0.7,positif
bagus,Good,0.7,positif
good,good,0.7,positif
susah daftar mudah masyarakat sulit buruk,hard to register easy society difficult bad,-0.2645833333333333,negatif
mudah,easy,0.43333333333333335,positif
oke bantu layan cepat,okay help fast service,0.35,positif
aplikasi tarik tampil fungsi aplikasi playstore tampil layar utama nama ahh,pull application display function playstore application display main screen name ahh,0.16666666666666666,positif
daftar unduh pilih daftar aneh rusak,download list select strange list broken,-0.225,negatif
mantap beli pakai mypertamina leb praktis cepat,"great, buy using mypertamina, more practical, fast",0.5,positif
praktis mudah,practical easy,0.43333333333333335,positif
alhamdulillah,thank God,0.0,netral
tolak verifikasi alas daftar korlantas samsat urus database muncul korlantas tolak,"reject verification of the basis for registering the traffic corps, the Samsat administration database appears, the traffic corps rejects",0.0,netral
mantap,Excellent,1.0,positif
baik,Good,0.7,positif
barcode subsidi buka aplikasi masuk data nik salah nik ubah,barcode subsidy open application enter NIK data wrong NIK change,-0.25,negatif
aplikasi baja,steel applications,0.0,netral
mantap,Excellent,1.0,positif
error parah foto ktp error parah sih,serious error ktp photo serious error,-0.3333333333333333,negatif
oke,Okay,0.5,positif
unggah foto daftar fungsi aplikasi bumn masalah andan daerah merk pertamina,"upload photo list of functions of the BUMN application, your regional problems, Pertamina brands",0.0,netral
oke,Okay,0.5,positif
login kode otp kunjung muncul via whatsapp,login otp code will appear via whatsapp,0.0,netral
aplikasi payah bolak daftar kendara tolak tulis data pakai data data sesuai ktp stnk tolak,The application is difficult to go back and forth between the vehicle registration and refuse to write data using the data according to the ID card and the vehicle registration is refused,-0.25,negatif
aplikasi bagus minus hutang,good app minus debt,0.3,positif
oke,Okay,0.5,positif
aplikasi sulit baru barcode cek ricek detik barcode biar baru laksana kerja banyak kkn,new difficult application barcode check check second barcode so that new like work many kkn,0.05454545454545454,positif
sistem buruk daftar subsidi salah sistem unggah data biar beli pertalite,"bad system, wrong subsidy list, wrong data upload system to buy Pertalite",-0.5666666666666665,negatif
good,good,0.7,positif
need improvement,need improvement,0.0,netral
aplikasi rusak error barcode isi suruh refresh benar tuh error jaring lancar install ulang error,application is broken error barcode content asked to refresh is correct error network is smooth reinstall error,0.0,netral
coba tambah fitur pilih foto galeri daftar unit kendara efektif kondisi stnk tempat fitur ambil foto langsung foto,"try adding the feature to select a gallery photo list of effective vehicle units, STNK conditions, location, feature to take photos directly, photo",0.35,positif
salah sistem,system error,0.0,netral
bayar eh update sebal tunggu aneh tanggal desember poin transaksi tanggal desember tahun poin hangus sistem,pay eh update annoyed wait strange December transaction point December year point expired system,-0.225,negatif
isi masyarakat bikin susah,society content makes it difficult,-0.5,negatif
pakai spbu aplikasi luncur alat bayar spbu indonesia,use gas station application launch gas station payment tool indonesia,0.0,netral
suka,Like,0.0,netral
sulit,difficult,-0.5,negatif
bagus,Good,0.7,positif
maksud bagus biar data sayang aplikasi pakai input data mobil error habis anggar aplikasi masyarakat nikmat,good intention so that data dear application use data input car error finished fence application community enjoy,0.55,positif
terima kasih perintah susah rakyat premium pertalite pakai daftar barcode hari daftar foto sulit jaring telkomsel buruk isi pertamax terima kasih susah susah rakyat,"thank you, the people's hard command, premium pertalite, use the barcode list, the photo list is difficult, the Telkomsel network is bad, fill Pertamax, ... use the barcode list, the photo list is difficult, the Telkomsel network is bad, fill Pertamax, thank you, the people's hard command, use the barcode list, the photo list",-0.4972222222222222,negatif
oke,Okay,0.5,positif
mudah,easy,0.43333333333333335,positif
oke,Okay,0.5,positif
sulit,difficult,-0.5,negatif
tatap cuy,look at me dude,0.0,netral
update data menu ambil foto ktp hasil foto tampil kosong ulang ulang ulang tunggu data otp menu gilir data otp masuk expired,update data menu take photo of ID card the photo result appears blank repeat repeat wait for OTP data menu rotate OTP data entered expired,0.0,netral
susah,difficult,-0.5,negatif
mantap,Excellent,1.0,positif
selagi niat dukung allah swt,as long as the intention is to support Allah SWT,-0.05,negatif
jijik aplikasi perintah bikin sulit tolol,disgusting command app makes it hard idiot,-0.6972222222222223,negatif
sistem beli bensin error beli bensin pom tunggu jam,petrol purchase system error buy petrol pump wait hours,0.0,netral
aplikasi kelas nasional,national class application,0.0,netral
daftar barcode enak pakai foto file aplikasi live buram kamera hasil,barcode list nice to use photo file live application blurry camera results,0.36818181818181817,positif
daftar kendara tulis salah sistem aplikasi teknologi alternatif buang buang,"list of vehicles, write down the wrong alternative technology application system for waste disposal",-0.2851851851851852,negatif
good,good,0.7,positif
aplikasi error,application error,0.0,netral
isi motor tugas mypertamina error kaya jawab spbu error mypertamina,fill the motor task mypertamina error like answer gas station error mypertamina,0.0,netral
aplikasi sulit rakyat,people's hard application,-0.2916666666666667,negatif
mantap lancar cepat,steady smooth fast,0.25555555555555554,positif
mantap,Excellent,1.0,positif
bayar pajak ganti plat nomor material kertas stnk satlantas habis bekal stempel lembar bpkb tentu laku ganti stnk update mypertamina nomor polisi kendara tolak foto tanda bukti lunas wajib bayar aplikasi solutif sulit,pay tax change number plate paper material stnk satlantas run out of stamp supplies bpkb sheet certainly valid change stnk update mypertamina police number vehicle reject photo proof of payment must pay solution application difficult,-0.14285714285714285,negatif
muat laman subsidi,load subsidy page,0.0,netral
isuzu traga roda nomor polisi mobil daftar mypertamina noka nomot plat valid kabupaten daerah tinggal aplikasi kecewa tolong baharu,isuzu traga wheel police number car list mypertamina noka valid plate number district area of ​​residence application disappointed please update,-0.75,negatif
aplikasi perintah error salah sistem ikut instruksi aduh anak magang,application command error wrong system follow instructions oh intern,-0.5,negatif
sdm daftar ketik daftar masuk registrasi definisi sulit,sdm register type register login registration definition difficult,-0.5,negatif
praktis,practical,0.0,netral
maksimal terap,maximum application,0.0,netral
aplikasi guna,application for use,0.0,netral
good,good,0.7,positif
bantu,help,0.0,netral
bantu,help,0.0,netral
terima kasih mypertamina berkat aplikasi subsidi bahan bakar minyak hafal nomor nik nomor rangka unggah data gagal mantap tahan,"Thank you MyPertamina, thanks to the fuel subsidy application, memorize the NIK number, chassis number, upload data failed, steady, hold on",-0.044444444444444446,negatif
oke,Okay,0.5,positif
sempurna,perfect,1.0,positif
baik,Good,0.7,positif
aplikasi buruk habis uang negara layak makan uang haram zholim laknat orang terzolimi,"bad application, draining state money, worthy of eating haram money, oppressive, cursed oppressed people",-0.18333333333333326,negatif
aju formulir aju banding kendara bikin barcode my pertamina kali email masuk tolak maju indonesia calo bikin gampang mudah,"Submit a form to submit an appeal, make a barcode, my Pertamina, incoming email, reject forward, Indonesia brokers make it easy, easy",0.43333333333333335,positif
daftar gagal ubah data ubah data hasil roda roda verifikasi daftar kendara gagal terang subsidi khusus roda ubah data update mohon cerah terima kasih,list failed to change data change data wheel results wheel verification vehicle list failed clear special subsidy wheel change data update please bright thank you,0.03142857142857143,positif
mantap,Excellent,1.0,positif
aplikasi,application,0.0,netral
rumit,complicated,-0.5,negatif
guna mudah memper sulit buruk daftar susah mental kocak,easy to make difficult bad list difficult mental funny,-0.18611111111111112,negatif
bantu,help,0.0,netral
aplikasi sumpah sial nafas terakir sanggup resign,application swears unlucky last breath able to resign,0.25,positif
izin kare terbit barcode,permission due to barcode issuance,-0.125,negatif
sulit aplikasi buruk loading bikin antri,hard bad application loading makes queue,-0.49583333333333324,negatif
tolong kembali unggah foto stnk galeri sulit foto langsung mobil diam tempat butuh makan,"please re-upload the STNK photo gallery, it's difficult to take a direct photo of the car, it's still, the place needs food",-0.2,negatif
mantap,Excellent,1.0,positif
sulit,difficult,-0.5,negatif
aplikasi lot daftar isi bahan bakar minyak subsidi gilir daftar mypertamina tanggap,fuel oil subsidies list application rotating list mypertamina respon,0.0,netral
klaim kode qr susah ampun aplikasi biar mudah sulit payah,"claim qr code is hard, application to make it easy, it's hard work",-0.05000000000000001,negatif
manfaat,benefit,0.0,netral
pasang promo cashback astrapay maret hilang promo transaksi,Install Astrapay cashback promo March lost transaction promo,0.0,netral
bagus,Good,0.7,positif
tunjang layan jasa,support service,0.0,netral
bagus aplikasi mohon barcode cepat,good app please fast barcode,0.44999999999999996,positif
aplikasi bikin pusing,dizzying app,0.0,netral
susah buka,hard to open,-0.14583333333333334,negatif
nomor polisi kendara sesuai deh sesuai tulis stnk aplikasi baik deh,"the vehicle registration number matches the written STNK, the application is good",0.7,positif
gagal mem foto stnk kendara daftar,failed to take photo of vehicle registration certificate,-0.5,negatif
oke,Okay,0.5,positif
buruk daftar sulit,bad list hard,-0.49583333333333324,negatif
foto mobil eh verifikasi ulang,car photo eh re-verify,0.0,netral
aplikasi sistem ngawur deploy playstore uji kah salah sistem layan evaluasi rekrut sdm daftar kendara roda tulis roda sistem mending mundur habis anggar balas bot,application system is crazy deploy playstore test is it wrong system service evaluation recruit human resources register vehicle wheel write wheel system better to retreat finished budget reply bot,-0.15000000000000002,negatif
sial sial aplikasi daftar susah link kirim periksa whatsapp reset pin pesan sial gin deh beli mi arus daftar,damn damn application register hard link send check whatsapp reset pin message damn let me buy noodles register flow,-0.2916666666666667,negatif
susah kode barcode gagal,barcode code failed,-0.5,negatif
pertamina,oil,0.0,netral
mohon maaf admin guna bahan bakar minyak dexlite bayar aplikasi coba kali gagal jaring stabil tolong baik,"Sorry admin, I use Dexlite fuel to pay for the application. I tried several times but the network is stable. Please be kind.",0.033333333333333326,positif
alhamdulillah lancar aman,thank God everything went smoothly and safely,0.45,positif
aplikasi daftar baca muat ulang coba siang malam,reading list application reload try day and night,0.0,netral
aplikasi mutu gambar salah sistem kali kali benah sistem biar lancar aplikasi mudah sulit email respon aplikasi sial,image quality application wrong system please fix the system so it runs smoothly easy application difficult email response unlucky application,-0.18888888888888888,negatif
aplikasi sampah stnk plat nomor roda bilang tugas spbu barcode daftar roda suruh samsat urus hubung coba aplikasi hadir mudah sulit,garbage application stnk number plate wheel said task gas station barcode register wheel tell samsat take care of connect try application present easy difficult,-0.022222222222222216,negatif
good,good,0.7,positif
puas,satisfied,0.5,positif
sulit daftar sesuai,hard to register accordingly,-0.2916666666666667,negatif
salah sistem daftar kendara halo admin coba baik aplikasi maka juta umat indonesia error bagus aplikasi manfaat kaya gin,"Wrong vehicle registration system, hello admin, try the application, millions of Indonesians have an error, the application has good benefits like gin",0.09999999999999998,positif
alaahhhh susah aplikasi cilikkkk keluh keluh gilir uang cepat reng arak korupsi gilir arak arak daftar sulit zaman kesal panas handphone uang,"alaahhhh it's hard for the little application to complain, complain, turn money fast, wine corruption, turn wine wine list, it's difficult, the era of being annoyed, hot, cellphone money",-0.15486111111111112,negatif
aplikasi suruh unduh,application ask to download,0.0,netral
aplikasi bikin susah rakyat,application makes people difficult,-0.5,negatif
lambat,slow,-0.30000000000000004,negatif
bagus lancar,good smooth,0.55,positif
maaf kali beli bahan bakar minyak pakai aplikasi mypertamina mudah aman uang cash,"sorry, this time buying fuel oil using the mypertamina application is easy, safe, cash",0.14444444444444446,positif
foto stnk aplikasi fungsi tolong baik biar aplikasi aplikasi crypto sat set langsung,STNK photo application function please be good so that the application crypto sat application is set directly,0.39999999999999997,positif
bantu,help,0.0,netral
pertamina oye,pertamina oil,0.0,netral
guna bayar beli bahan bakar minyak spbu pertamina,to pay for fuel at Pertamina gas stations,0.0,netral
aplikasi bodoh data sesuai gagal mobil xenia gin hidup negara,stupid application data according to fail car xenia gin live country,-0.3878787878787879,negatif
didik bikin aplikasi ujung akses web buruk,educate make application end access bad web,-0.6999999999999998,negatif
bulan daftar coba coba emosi tingkat salah sistem mau coba data isi lengkap gilir akun salah sistem sistem buruk malu,month list try try emotion level wrong system want to try data fill in complete account rotation wrong system bad system embarrassed,-0.39999999999999997,negatif
bantu,help,0.0,netral
aplikasi mentok foto stnk mobil foto masuk daftar aplikasi daftar susah ampun beli pertalite bikin sulit gin beli pertalite,"the application is stuck with a photo of the vehicle registration certificate, the photo is on the application list, it's really hard to buy Pertalite, it makes it difficult to buy Pertalite",-0.39583333333333337,negatif
buruk pindai salah dark mode handphone ckckck anggar aplikasi newbie,bad scan wrong dark mode cellphone ckckck fence application newbie,-0.4499999999999999,negatif
lanjut data unit,continued unit data,0.0,netral
admin tolong daftar barcode unggah stnk galeri minta tolong keluarga daftar susah foto stnk foto langsung,Admin please register barcode upload STNK gallery ask for help family register difficult STNK photo direct photo,-0.2,negatif
registrasi kali ambil foto shame on you,registration this time take photo shame on you,0.0,netral
sulit mesti gampang isi bahan bakar minyak,difficult but easy to fill up with fuel,-0.033333333333333326,negatif
uud,law,0.0,netral
susah rakyat daftar repot,"it's hard for people to register, it's a hassle",-0.2916666666666667,negatif
status daftar nomor polisi yaaak admin,"police number list status, admin",0.0,netral
mantap tinggal pindai qris mesin operasi masalah input manual,steady just scan qris machine operation manual input problem,0.16666666666666666,positif
isi bahan bakar minyak spbu isi tugas isi transaksi,fill fuel oil gas station fill task fill transaction,0.0,netral
oke,Okay,0.5,positif
oke,Okay,0.5,positif
aplikasi daftar web hasil aplikasi hasil hapus akun aplikasi terang proses mutu suka uang kerja,application list web application results results delete account application bright process quality like money work,0.7000000000000001,positif
bantu poin,help points,0.0,netral
aplikasi guna,application for use,0.0,netral
lancar jaya,smooth sailing,0.4,positif
isi bensin sulit bikin barcode menu bantu video call nomor antri tunggu jam,filling petrol is difficult to make a barcode menu help video call queue number wait hours,-0.5,negatif
aplikasi ambil foto ktp,ktp photo taking application,0.0,netral
daftar verifikasi bayar bank pasang nomor orang takut nomor verifikasi handphone orang,"list of bank payment verifications, install people's numbers, afraid of verifying people's cellphone numbers",-0.6,negatif
aplikasi,application,0.0,netral
coba moga mudah lancar isi bahan bakar minyak sukses mypertamina aamiin,"Hopefully it will be easy and smooth to fill up with fuel, success at MyPertamina, amen",0.37777777777777777,positif
bagus,Good,0.7,positif
bagus layan mantap,"good service, steady",0.4333333333333333,positif
akurat,accurate,0.4000000000000001,positif
aplikasi bagus batas guna bahan bakar minyak subsidi,good application for subsidized fuel oil usage limits,0.7,positif
oke,Okay,0.5,positif
aju ganti milik tolak data sesuai sulit beli bahan bakar minyak,change ownership request reject data according to difficulty buying fuel oil,0.0,netral
aplikasi tolol daftar salah sistem,stupid application list system error,-0.7999999999999999,negatif
good,good,0.7,positif
mantap lancar jaya,"steady, smooth and victorious",0.2833333333333333,positif
aplikasi pakai dompet digital dana,application using digital wallet funds,0.0,netral
aplikasi kaya sial daftar gagal,rich app shit register failed,-0.10833333333333334,negatif
spbu semarang mypertamina,mypertamina gas station semarang,0.0,netral
aplikasi aneh isi data lengkap masuk daftar aplikasi perintah indonesia lambat sulit daftar login sulit rakyat bisa,strange application fill in complete data enter list of Indonesian command applications slow difficult register login difficult people can,-0.25,negatif
aplikasi buruk pin nomor telepon lucu,bad app funny phone number pin,-0.22499999999999992,negatif
te,you,0.0,netral
tolol cacat barcode susah sulit foto stnk ambil gambar,stupid defect barcode difficult difficult photo vehicle registration certificate take picture,-0.6,negatif
mantap,Excellent,1.0,positif
oke,Okay,0.5,positif
admin desa lengkap sih jawa timur tulungagung boyolangu desa serut malam akun paksa pilih lurah boyolangu,"complete village admin, East Java, Tulungagung, Boyolangu, Serut village, night, forced account to choose the village head of Boyolangu",-0.10000000000000002,negatif
login sulit,login difficult,-0.5,negatif
struk beli bayar mypertamina enak transaksi,"MyPertamina purchase receipt, easy transaction",0.43333333333333335,positif
pilih edit data transportasi,select edit transportation data,0.0,netral
unggah data kendara gagal pemberitahuan salah sistem mohon baik,Uploading vehicle data failed system error notification please OK,0.0,netral
mantap,Excellent,1.0,positif
pekan desember tanggal jan nomor polisi sesuai telepon respon mesin email alamat lampir arah template ubah data baharu data unggah data arah ambil foto unit langsung sesuai pandu tolak alas nomor polisi sesuai,december week date jan police number according to phone machine response email address attach direction template change new data data upload data direction take photo unit directly according to guide reject base police number according to,-0.1878787878787879,negatif
sandi klaim arah tolong reset,claim password direction please reset,0.0,netral
pertamina beres daftar kali kali barcode mobil innova alfard isi pertalite barcode pertamina rugingak beres,"pertamina is finished, register times, barcode for innova alfard cars, fill with pertalite, barcode ...",0.0,netral
